Product Name,Over_All_Rating,Price,Date,Rating,Name,Comment,Rating_Count
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,13 Feb 2025,5,Rahul Singh,A must have for festive occasions 👍🏻 ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,21 Mar 2025,5,Ankita,Loved it the quality of kurta is too notch,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,2 Apr 2025,4,Shashank,My Size issue but Amazing products ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,14 Apr 2025,5,Prachi Saini,"Perfect size 
Good quality 
Excellent stuff",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,31 Oct 2024,5,Vivek Raj Jaiswal,Achha lag rha hai aur fitting bhi thik hai .,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,3 Jan 2025,4,Ishika Kumari,Good for festive look,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,8 Apr 2025,5,Honey Singh,"Nice one..loved the fit totally worth it
",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,19 Nov 2024,4,Saroj Sahu,Wonderful product. Good for it 👍,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,3 Mar 2025,5,Malay,Very nice design with finish and elegance,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,2 Nov 2024,4,Arjun Suri,Good quality product ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,6 Mar 2025,5,Divya Aggarwal,The kurta quality is very nice and the size is good too.,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,3 Mar 2025,5,Ajay Sihag,It is good and comfortable:),265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,22 Oct 2024,5,Bidyut Borbaruah,"Good quality,  size is Good,  thanks 
",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,20 Nov 2024,5,Saumya Shanker,"Look good 👍 
Buy one size up ..",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,14 Mar 2025,4,Afiya,Product was very good ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,14 Apr 2025,5,Prachi Saini,"Perfect size 
Good quality 
Excellent stuff",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,24 Mar 2025,5,Myntra Customer,Good material. Value for money.,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,20 Oct 2024,5,Ansh,"great shopping experience













",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,2 Nov 2024,4,Gopal,Best fabric and colour..,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,20 Oct 2024,5,Nikhar,Surprisingly good quality. Love it. ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,19 Oct 2024,5,Ruchi Singh,Good 👍😊.i happy ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,6 Dec 2024,5,Sayan Aich,Great fir and great quality ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,25 Oct 2024,5,Tushar,"Excellent product, perfect fitting",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,8 Apr 2025,5,Karishma Soni,Perfect festive outfit,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,8 Jan 2025,5,Monika Nagwani,Quality was too good ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,14 Mar 2025,5,Siddharth Singh Pal,Amazing quality n look,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,22 Dec 2024,5,Aiswarya,Perfect fit and value for money ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,5 Nov 2024,5,The Bong Sarkar,Brilliant fit and fabric for this Diwali szn 🪔,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,28 Oct 2024,5,Shruti Agrawal,"Good quality with soft fabric.
",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,7 July 2024,5,Yogesh Kumar,Usually I like to visit shop for clothes but Myntra clothes quality 🎁💯,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,27 Jan 2025,5,Janhvi,Very good fabric quality ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,16 Nov 2024,5,Om Ranjan,Fabric and fitting are awesome ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,11 Nov 2024,5,Mehul Yadav,"Very good kurta under budget 
",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,8 Oct 2024,5,Niraj Kurutage,Amazing product go for it ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,9 Mar 2025,5,Ankit Sharma,Looking good on me... meterial is good ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,14 Apr 2025,5,Prachi Saini,"Perfect size 
Good quality 
Excellent stuff",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,4 Oct 2024,2,Priyambada Kumar,"Product quality Does not resemble what is shown in the photos. Its quite transparent and the fabric looks kind of cheap. Not value for money

",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,18 Aug 2024,5,Rahul,Comfortable Febric with Best Quality ,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,21 Nov 2024,3,Nishu Singhal,"I am not happy with the fit..nd stuff is bit itchy
",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,5 Nov 2024,5,Sarab,,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,1 Oct 2024,5,Kab,"Good fit and cloth quality
",265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,16 Oct 2024,5,Piyush,Quality is so good ..,265
Buy Anouk Yellow Ethnic Motifs Embroidered Mandarin Collar Straight Kurta  - Kurtas for Men 28532682 | Myntra,4.4,₹971,12 Nov 2024,5,Satvika Gumber,Perfect ,265
